instrument,asset_class,direction,setup_type,call_type,timestamp,entry,stoploss,target,rr,rr_tier,outcome,exit_price,r_multiple
INDUSINDBK,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-29T14:40:00+05:30,919.8,914.9,924.7,1,01:01,LOST,914.9,-1
INFY,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-12T14:05:00+05:30,1138.4,1131.43,1186.9,6.96,01:07,LOST,1131.43,-1
INFY,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-03T15:10:00+05:30,1224.6,1219.95,1231.8,1.55,01:02,LOST,1219.95,-1
INFY,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-08T11:25:00+05:30,1192.9,1191.75,1197.2,3.72,01:04,WON,1197.2,3.74
INFY,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-30T14:40:00+05:30,1004.5,1008.23,1000.5,1.07,01:01,WON,1000.5,1.07
NAUKRI,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-12T12:05:00+05:30,945.8,952.47,935.05,1.61,01:02,WON,935.05,1.61
NAUKRI,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-14T14:15:00+05:30,936.8,940.43,930,1.87,01:02,LOST,940.43,-1
NAUKRI,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-02T10:15:00+05:30,994.95,983.89,1006.85,1.08,01:01,WON,1006.85,1.08
NAUKRI,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-02T11:50:00+05:30,995.15,1003.39,982.5,1.53,01:02,LOST,1003.39,-1
NAUKRI,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-08T13:45:00+05:30,1000,997.44,1002.7,1.06,01:01,LOST,997.44,-1
NAUKRI,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-08T14:10:00+05:30,999.05,997.47,1002.7,2.32,01:02,LOST,997.47,-1
NAUKRI,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-30T15:05:00+05:30,978.55,977.84,979.6,1.49,01:01,LOST,977.84,-1
NAUKRI,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-30T15:05:00+05:30,978.55,977.84,979.6,1.48,01:01,LOST,977.84,-1
NAUKRI,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-07-02T11:20:00+05:30,1033.6,1043.82,1016.3,1.69,01:02,LOST,1043.82,-1
NAUKRI,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-07-02T11:20:00+05:30,1033.6,1043.89,1016.3,1.68,01:02,LOST,1043.89,-1
INOXWIND,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-19T11:00:00+05:30,89.72,89.56,91,7.86,01:08,LOST,89.56,-1
INTELLECT,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-27T10:40:00+05:30,705.9,713.41,697.9,1.06,01:01,LOST,713.41,-1
INTELLECT,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-27T10:40:00+05:30,705.9,706.3,697.9,19.87,01:20,LOST,706.3,-1
INTELLECT,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-03T14:00:00+05:30,739.7,734.51,745.85,1.19,01:01,WON,745.85,1.18
INTELLECT,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-03T14:40:00+05:30,740.95,737.12,745.85,1.28,01:01,WON,745.85,1.28
INTELLECT,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-10T14:40:00+05:30,749,751.72,744.15,1.78,01:02,WON,744.15,1.78
INDIGO,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-22T15:05:00+05:30,4430.2,4435.86,4408.7,3.8,01:04,LOST,4435.86,-1
INDIGO,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-10T14:40:00+05:30,4531.4,4541.37,4518,1.34,01:01,WON,4518,1.34
INDIGO,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-15T10:50:00+05:30,4909.8,4935,4645,10.51,01:11,LOST,4935,-1
INDIGO,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-15T10:50:00+05:30,4909.8,4935.02,4645,10.5,01:11,LOST,4935.02,-1
INDIGO,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-30T15:05:00+05:30,5376,5368.1,5453.7,9.83,01:10,LOST,5368.1,-1
INDIGO,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-30T15:05:00+05:30,5376,5368.06,5453.7,9.78,01:10,LOST,5368.06,-1
IKS,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-03T14:40:00+05:30,1703.1,1699.02,1707.4,1.05,01:01,LOST,1699.02,-1
IKS,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-07-01T11:00:00+05:30,1772.6,1763.82,1808,4.03,01:04,LOST,1763.82,-1
IKS,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-07-02T10:55:00+05:30,1845,1836.5,1857.9,1.52,01:02,LOST,1836.5,-1
IPCALAB,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-12T11:55:00+05:30,1521.4,1517.33,1544.8,5.75,01:06,LOST,1517.33,-1
IPCALAB,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-12T11:55:00+05:30,1521.4,1517.4,1544.8,5.85,01:06,LOST,1517.4,-1
IPCALAB,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-15T11:15:00+05:30,1640,1637.73,1654.7,6.48,01:06,LOST,1637.73,-1
IPCALAB,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-07-03T10:35:00+05:30,1765,1756.67,1777.2,1.46,01:01,WON,1777.2,1.46
IGIL,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-21T10:50:00+05:30,374.45,371.33,377.95,1.12,01:01,LOST,371.33,-1
JBCHEPHARM,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-13T14:05:00+05:30,2110.7,2105.9,2139,5.9,01:06,LOST,2105.9,-1
JBCHEPHARM,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-13T14:05:00+05:30,2110.7,2105.96,2139,5.97,01:06,LOST,2105.96,-1
JBCHEPHARM,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-25T11:15:00+05:30,2269,2284.94,2190.6,4.92,01:05,WON,2190.6,4.92
JBCHEPHARM,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-25T11:15:00+05:30,2269,2284.93,2190.6,4.92,01:05,WON,2190.6,4.92
JBCHEPHARM,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-29T10:30:00+05:30,2286.5,2282.33,2300,3.24,01:03,WON,2300,3.24
JKCEMENT,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-25T11:15:00+05:30,5573.5,5624.19,5515.5,1.14,01:01,WON,5515.5,1.14
JBMA,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-09T14:50:00+05:30,673.5,670.51,681.05,2.52,01:03,WON,681.05,2.53
JBMA,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-23T14:40:00+05:30,719.45,714.08,732.75,2.48,01:02,LOST,714.08,-1
JBMA,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-23T14:40:00+05:30,719.45,716.07,732.75,3.93,01:04,LOST,716.07,-1
JSWCEMENT,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-22T11:15:00+05:30,139.8,139.16,142.5,4.22,01:04,LOST,139.16,-1
JSWCEMENT,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-09T14:20:00+05:30,126.7,126.6,127,2.93,01:03,LOST,126.6,-1
JSWCEMENT,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-07-03T11:35:00+05:30,136.96,137.39,136.29,1.58,01:02,OPEN,,0
JSWCEMENT,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-07-03T11:35:00+05:30,136.96,137.39,136.29,1.58,01:02,OPEN,,0
JKTYRE,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-14T11:35:00+05:30,380.5,378.22,383.85,1.47,01:01,WON,383.85,1.47
JKTYRE,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-10T11:30:00+05:30,364.55,365.52,363.2,1.4,01:01,LOST,365.52,-1
JKTYRE,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-10T11:30:00+05:30,364.55,365.52,363.2,1.4,01:01,LOST,365.52,-1
JMFINANCIL,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-12T13:45:00+05:30,137.26,136.28,138.99,1.77,01:02,LOST,136.28,-1
JMFINANCIL,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-12T14:00:00+05:30,137.23,136.28,138.99,1.86,01:02,LOST,136.28,-1
JMFINANCIL,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-18T15:00:00+05:30,129.1,127.92,137.19,6.85,01:07,LOST,127.92,-1
JMFINANCIL,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-20T11:45:00+05:30,126.83,126.34,129.1,4.65,01:05,LOST,126.34,-1
JMFINANCIL,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-20T11:45:00+05:30,126.83,126.34,129.1,4.63,01:05,LOST,126.34,-1
JMFINANCIL,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-05T11:20:00+05:30,123.09,123.92,122.2,1.07,01:01,WON,122.2,1.07
JMFINANCIL,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-08T14:50:00+05:30,118.67,119.04,114.79,10.62,01:11,LOST,119.04,-1
JMFINANCIL,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-19T13:50:00+05:30,126.36,126.82,125.86,1.09,01:01,WON,125.86,1.09
JSWDULUX,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-21T13:55:00+05:30,2899.3,2892.82,2912,1.96,01:02,WON,2912,1.96
JSWDULUX,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-21T14:00:00+05:30,2901.8,2892.86,2912,1.14,01:01,WON,2912,1.14
JSWDULUX,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-18T11:25:00+05:30,3221.7,3216.71,3231.8,2.02,01:02,LOST,3216.71,-1
JSWENERGY,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-15T11:40:00+05:30,508.75,508.5,511.4,10.79,01:11,LOST,508.5,-1
JSWENERGY,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-20T11:00:00+05:30,532.5,531.99,537.95,10.6,01:11,LOST,531.99,-1
JSWENERGY,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-20T11:15:00+05:30,532.6,531.96,537.95,8.37,01:08,LOST,531.96,-1
JSWINFRA,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-14T11:35:00+05:30,266.8,265.35,270.65,2.65,01:03,LOST,265.35,-1
JSWINFRA,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-14T11:35:00+05:30,266.8,265.35,270.65,2.65,01:03,LOST,265.35,-1
JSWINFRA,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-15T11:40:00+05:30,293.6,295.32,289.35,2.46,01:02,LOST,295.32,-1
JSWINFRA,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-15T14:50:00+05:30,295.8,294.91,300,4.72,01:05,LOST,294.91,-1
JSWINFRA,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-07-01T11:30:00+05:30,332.3,331.74,332.95,1.16,01:01,WON,332.95,1.16
JSWINFRA,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-07-01T11:30:00+05:30,332.3,331.73,332.95,1.15,01:01,WON,332.95,1.14
JAINREC,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-14T11:35:00+05:30,571.8,580.41,562.95,1.03,01:01,WON,562.95,1.03
JAINREC,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-08T14:15:00+05:30,341.15,335.7,346.85,1.05,01:01,WON,346.85,1.05
JSWSTEEL,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-02T15:10:00+05:30,1311.2,1310.48,1313,2.49,01:02,WON,1313,2.5
JPPOWER,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-20T10:35:00+05:30,18.75,18.6,19.04,1.9,01:02,WON,19.04,1.93
JPPOWER,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-12T10:30:00+05:30,18.03,18.17,17.86,1.24,01:01,LOST,18.17,-1
JPPOWER,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-12T10:30:00+05:30,18.03,18.17,17.86,1.24,01:01,LOST,18.17,-1
J&KBANK,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-27T10:50:00+05:30,144.35,143.24,147.69,3,01:03,LOST,143.24,-1
J&KBANK,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-27T11:15:00+05:30,143.42,143.23,144.7,6.62,01:07,LOST,143.23,-1
J&KBANK,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-09T10:20:00+05:30,152.99,150.64,160.03,3,01:03,WON,160.03,3
JINDALSAW,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-25T14:30:00+05:30,226.04,227.76,224.01,1.18,01:01,LOST,227.76,-1
JINDALSAW,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-25T14:50:00+05:30,226.11,227.76,224.01,1.27,01:01,LOST,227.76,-1
JSL,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-29T14:30:00+05:30,701.55,704.75,696,1.74,01:02,WON,696,1.73
JSL,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-08T14:45:00+05:30,671.25,675.69,662.9,1.88,01:02,WON,662.9,1.88
JSL,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-10T14:10:00+05:30,662.15,662.51,659.95,6.05,01:06,LOST,662.51,-1
JIOFIN,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-14T10:40:00+05:30,230.28,230.75,229.2,2.31,01:02,WON,229.2,2.3
JIOFIN,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-15T10:15:00+05:30,234.36,234.67,232.26,6.77,01:07,LOST,234.67,-1
JIOFIN,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-15T14:25:00+05:30,234.24,234.8,233.21,1.84,01:02,WON,233.21,1.84
JIOFIN,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-19T14:35:00+05:30,234.3,235.16,233.35,1.1,01:01,WON,233.35,1.1
JIOFIN,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-08T14:45:00+05:30,230.85,231.03,229.85,5.67,01:06,WON,229.85,5.56
JINDALSTEL,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-11T11:00:00+05:30,1128.3,1115.72,1143.9,1.24,01:01,WON,1143.9,1.24
JINDALSTEL,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-15T14:05:00+05:30,1148.6,1150.89,1143.6,2.19,01:02,WON,1143.6,2.18
JUBLFOOD,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-18T15:00:00+05:30,456.15,455.9,463.15,28.46,01:28,LOST,455.9,-1
JUBLINGREA,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-14T14:20:00+05:30,742.05,736.66,752.4,1.92,01:02,LOST,736.66,-1
JUBLINGREA,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-18T11:20:00+05:30,715.3,709.54,723,1.34,01:01,WON,723,1.34
JUBLINGREA,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-21T10:40:00+05:30,758.55,753.54,764.45,1.18,01:01,WON,764.45,1.18
JUBLINGREA,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-02T11:10:00+05:30,638.55,634.56,646,1.87,01:02,LOST,634.56,-1
JUBLPHARMA,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-13T14:45:00+05:30,998.3,995.79,1002.5,1.68,01:02,LOST,995.79,-1
KPRMILL,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-16T15:00:00+05:30,1056.25,1054.09,1059.95,1.71,01:02,LOST,1054.09,-1
KPRMILL,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-16T15:00:00+05:30,1056.25,1054.07,1059.95,1.69,01:02,LOST,1054.07,-1
JYOTICNC,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-12T14:50:00+05:30,728.5,729.46,722.05,6.75,01:07,LOST,729.46,-1
JYOTICNC,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-12T14:50:00+05:30,728.5,730.89,722.05,2.7,01:03,LOST,730.89,-1
JYOTICNC,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-14T10:30:00+05:30,716.15,717,710.8,6.29,01:06,WON,710.8,6.29
JYOTICNC,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-14T13:45:00+05:30,718.35,708.59,730.5,1.24,01:01,LOST,708.59,-1
JYOTICNC,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-15T14:45:00+05:30,708.75,714.6,702.9,1,01:01,WON,702.9,1
JYOTICNC,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-18T11:10:00+05:30,682.6,684.71,678.25,2.06,01:02,LOST,684.71,-1
JYOTICNC,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-29T14:50:00+05:30,601.5,615.56,587.25,1.01,01:01,WON,587.25,1.01
JYOTICNC,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-03T14:05:00+05:30,592.3,588.13,608.6,3.9,01:04,LOST,588.13,-1
JYOTICNC,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-03T14:05:00+05:30,592.3,588.15,608.6,3.93,01:04,LOST,588.15,-1
JYOTICNC,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-04T11:55:00+05:30,596.85,593.36,601.95,1.46,01:01,WON,601.95,1.46
JYOTICNC,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-04T11:55:00+05:30,596.85,593.37,601.95,1.47,01:01,WON,601.95,1.47
KPITTECH,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-20T10:50:00+05:30,747.2,751.92,742,1.1,01:01,LOST,751.92,-1
KPITTECH,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-10T14:40:00+05:30,740.45,743.26,728.95,4.09,01:04,WON,728.95,4.09
KPITTECH,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-10T14:40:00+05:30,740.45,743.28,728.95,4.07,01:04,WON,728.95,4.06
KPITTECH,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-12T10:30:00+05:30,740.9,745.58,729.1,2.52,01:03,LOST,745.58,-1
KAJARIACER,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-21T13:50:00+05:30,1064.4,1060.82,1072.6,2.29,01:02,LOST,1060.82,-1
KAJARIACER,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-17T15:25:00+05:30,1145,1154.5,1110.5,3.63,01:04,LOST,1154.5,-1
KAJARIACER,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-07-02T11:35:00+05:30,1197,1195.39,1201,2.48,01:02,LOST,1195.39,-1
KPIL,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-14T13:50:00+05:30,1231,1223.35,1246.7,2.05,01:02,LOST,1223.35,-1
KPIL,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-15T15:10:00+05:30,1258.5,1259.88,1249.8,6.33,01:06,LOST,1259.88,-1
KPIL,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-18T14:40:00+05:30,1239.4,1233.74,1246.7,1.29,01:01,LOST,1233.74,-1
KPIL,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-18T14:40:00+05:30,1239.4,1233.73,1246.7,1.29,01:01,LOST,1233.73,-1
KPIL,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-01T14:40:00+05:30,1298.3,1297.77,1300.3,3.77,01:04,LOST,1297.77,-1
KPIL,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-01T14:40:00+05:30,1298.3,1297.71,1300.3,3.4,01:03,LOST,1297.71,-1
KPIL,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-16T14:45:00+05:30,1370.2,1361.21,1385,1.65,01:02,LOST,1361.21,-1
KPIL,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-18T14:25:00+05:30,1369.5,1377.64,1360,1.17,01:01,LOST,1377.64,-1
KALYANKJIL,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-10T11:15:00+05:30,346,347.13,344.85,1.02,01:01,WON,344.85,1.02
KALYANKJIL,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-22T10:15:00+05:30,383.65,384.79,381.4,1.98,01:02,WON,381.4,1.97
KARURVYSYA,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-05T14:55:00+05:30,278.95,279.77,277.7,1.52,01:02,LOST,279.77,-1
KARURVYSYA,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-18T14:30:00+05:30,296.7,296.94,295.8,3.8,01:04,LOST,296.94,-1
KARURVYSYA,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-18T14:30:00+05:30,296.7,296.93,295.8,3.99,01:04,LOST,296.93,-1
KARURVYSYA,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-23T14:35:00+05:30,292.3,292.43,292.15,1.17,01:01,LOST,292.43,-1
KAYNES,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-05T15:05:00+05:30,3119.8,3126.59,3103.6,2.39,01:02,WON,3103.6,2.39
KEC,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-03T13:45:00+05:30,493,491.13,495.65,1.41,01:01,WON,495.65,1.42
KEC,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-16T10:15:00+05:30,520.9,526.31,513.3,1.41,01:01,LOST,526.31,-1
KEC,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-16T10:35:00+05:30,521.75,526.3,513.3,1.86,01:02,LOST,526.3,-1
KEC,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-22T13:45:00+05:30,545.95,544.7,549.95,3.19,01:03,LOST,544.7,-1
KEC,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-07-03T14:50:00+05:30,511.8,512.13,510.05,5.3,01:05,LOST,512.13,-1
KFINTECH,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-26T14:35:00+05:30,826.15,828.93,822.65,1.26,01:01,LOST,828.93,-1
KFINTECH,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-07-01T14:50:00+05:30,881.7,880.9,882.65,1.19,01:01,LOST,880.9,-1
KIRLOSENG,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-27T11:00:00+05:30,1775.6,1776.36,1746,39.19,01:39,LOST,1776.36,-1
KIRLOSENG,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-06-10T10:50:00+05:30,1834.8,1815.02,1867,1.63,01:02,LOST,1815.02,-1
KIMS,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-14T11:50:00+05:30,784.9,788.61,774.65,2.76,01:03,WON,774.65,2.76
KIMS,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-05-26T10:50:00+05:30,762.35,761.46,766.6,4.76,01:05,LOST,761.46,-1
KIMS,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-06-08T11:40:00+05:30,802.1,800.07,810.65,4.21,01:04,LOST,800.07,-1
KIMS,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-08T15:15:00+05:30,795.75,798.53,780.7,5.41,01:05,LOST,798.53,-1
KIMS,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-29T11:05:00+05:30,803.65,805.54,800.05,1.9,01:02,LOST,805.54,-1
KIMS,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-29T11:05:00+05:30,803.65,805.54,800.05,1.9,01:02,LOST,805.54,-1
KIMS,EQUITY,LONG,BOS-OB-Retest,INTRADAY,2026-07-02T11:15:00+05:30,843.15,842.4,846,3.81,01:04,LOST,842.4,-1
LTF,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-26T13:55:00+05:30,280.5,280.97,279.3,2.55,01:03,LOST,280.97,-1
LTTS,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-29T14:45:00+05:30,3150,3160.79,3134,1.48,01:01,WON,3134,1.48
LGEINDIA,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-16T13:50:00+05:30,1539.9,1541.88,1535,2.47,01:02,LOST,1541.88,-1
LGEINDIA,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-16T14:00:00+05:30,1540,1541.8,1535,2.77,01:03,LOST,1541.8,-1
LGEINDIA,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-17T15:10:00+05:30,1576.8,1579.86,1573.1,1.21,01:01,WON,1573.1,1.21
LGEINDIA,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-17T15:10:00+05:30,1576.8,1579.8,1573.1,1.23,01:01,WON,1573.1,1.23
LICHSGFIN,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-18T14:40:00+05:30,545.45,543.67,554.6,5.13,01:05,LOST,543.67,-1
LICHSGFIN,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-26T10:40:00+05:30,544.75,545.37,543.9,1.37,01:01,LOST,545.37,-1
LTM,EQUITY,LONG,Liquidity-Sweep,INTRADAY,2026-05-25T14:00:00+05:30,3993.4,3990.26,4000.9,2.39,01:02,LOST,3990.26,-1
LTM,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-06-01T14:50:00+05:30,4222.2,4239.11,4154.5,4,01:04,LOST,4239.11,-1
LTM,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-29T14:55:00+05:30,3699.9,3705.49,3690,1.77,01:02,LOST,3705.49,-1
LTM,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-06-29T14:50:00+05:30,3713,3723.62,3690,2.17,01:02,WON,3690,2.17
LTM,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-07-03T14:25:00+05:30,3755.4,3761.98,3742,2.04,01:02,LOST,3761.98,-1
LTM,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-07-03T14:25:00+05:30,3755.4,3761.92,3742,2.05,01:02,LOST,3761.92,-1
LATENTVIEW,EQUITY,SHORT,BOS-OB-Retest,INTRADAY,2026-05-14T10:40:00+05:30,281.2,282.25,277.7,3.33,01:03,LOST,282.25,-1
LAURUSLABS,EQUITY,SHORT,Liquidity-Sweep,INTRADAY,2026-05-14T11:05:00+05:30,1296,1304.86,1276.7,2.18,01:02,LOST,1304.86,-1
